country,sport_name,event,athlete_name,medal_type,medal_code
great-britain,Diving,Men's 10m Platform,Noah WILLIAMS,Bronze,3
great-britain,Diving,Men's Synchronised 3m Springboard,HARDING/LAUGHER,Bronze,3
great-britain,Equestrian,Eventing Team,Great Britain,Gold,1
great-britain,Equestrian,Jumping Team,Great Britain,Gold,1
great-britain,Equestrian,Eventing Individual,Laura COLLETT,Bronze,3
great-britain,Equestrian,Dressage Team,Great Britain,Bronze,3
great-britain,Equestrian,Dressage Individual,Charlotte FRY,Bronze,3
great-britain,Golf,Men's Individual Stroke Play,Tommy FLEETWOOD,Silver,2
great-britain,Rowing,Lightweight Women's Double Sculls,CRAIG/GRANT,Gold,1
great-britain,Rowing,Women's Quadruple Sculls,Great Britain,Gold,1
great-britain,Rowing,Men's Eight,Great Britain,Gold,1
great-britain,Rowing,Men's Pair,WYNNE-GRIF/GEORGE,Silver,2
great-britain,Rowing,Women's Four,Great Britain,Silver,2
great-britain,Rowing,Women's Double Sculls,HODGKINS B/WILDE,Bronze,3
great-britain,Rowing,Men's Four,Great Britain,Bronze,3
great-britain,Rowing,Women's Eight,Great Britain,Bronze,3
great-britain,Sailing,Women's Kite,Eleanor ALDRIDGE,Gold,1
great-britain,Sailing,Women's Windsurfing,Emma WILSON,Bronze,3
great-britain,Shooting,Trap Men,Nathan HALES,Gold,1
great-britain,Shooting,Skeet Women,Amber Jo RUTTER,Silver,2
great-britain,Skateboarding,Women's Park,Sky BROWN,Bronze,3
great-britain,Sport Climbing,Men's Boulder & Lead,Toby ROBERTS,Gold,1
great-britain,Swimming,Men's 4 x 200m Freestyle Relay,Great Britain,Gold,1
great-britain,Swimming,Men's 50m Freestyle,Benjamin PROUD,Silver,2
great-britain,Swimming,Men's 200m Freestyle,Matthew RICHARDS,Silver,2
great-britain,Swimming,Men's 100m Breaststroke,Adam PEATY,Silver,2
great-britain,Swimming,Men's 200m Individual Medley,Duncan SCOTT,Silver,2
great-britain,Taekwondo,Men +80kg,Caden CUNNINGHAM,Silver,2
great-britain,Trampoline Gymnastics,Women,Bryony PAGE,Gold,1
great-britain,Triathlon,Men's Individual,Alex YEE,Gold,1
great-britain,Triathlon,Women's Individual,Beth POTTER,Bronze,3
great-britain,Triathlon,Mixed Relay,Great Britain,Bronze,3
great-britain,Weightlifting,Women's +81kg,Emily CAMPBELL,Bronze,3
greece,Artistic Gymnastics,Men's Rings,Eleftherios PETROUNIAS,Bronze,3
greece,Athletics,Men's Long Jump,Miltiadis TENTOGLOU,Gold,1
greece,Athletics,Men's Pole Vault,Emmanouil KARALIS,Bronze,3
greece,Judo,Men -90 kg,Theodoros TSELIDIS,Bronze,3
greece,Rowing,Lightweight Women's Double Sculls,KONTOU/FITSIOU,Bronze,3
greece,Rowing,Lightweight Men's Double Sculls,PAPAKONSTA/GKAIDATZIS,Bronze,3
greece,Swimming,Men's 200m Backstroke,Apostolos CHRISTOU,Silver,2
greece,Wrestling,Men's Freestyle 86kg,Dauren KURUGLIEV,Bronze,3
grenada,Athletics,Men's Javelin Throw,Anderson PETERS,Bronze,3
grenada,Athletics,Men's Decathlon,Lindon VICTOR,Bronze,3
guatemala,Shooting,Trap Women,Adriana RUANO OLIVA,Gold,1
guatemala,Shooting,Trap Men,Jean Pierre BROL CARDENAS,Bronze,3
hong-kong-china,Fencing,Women's Épée Individual,KONG Man Wai Vivian,Gold,1
hong-kong-china,Fencing,Men's Foil Individual,CHEUNG Ka Long,Gold,1
hong-kong-china,Swimming,Women's 100m Freestyle,HAUGHEY Siobhan Bernadette,Bronze,3
hong-kong-china,Swimming,Women's 200m Freestyle,HAUGHEY Siobhan Bernadette,Bronze,3
hungary,Athletics,Men's Hammer Throw,Bence HALASZ,Silver,2
hungary,Canoe Sprint,Men's Kayak Single 1000m,Adam VARGA,Silver,2
hungary,Canoe Sprint,Men's Kayak Double 500m,NADAS/TOTKA,Silver,2
hungary,Canoe Sprint,Women's Kayak Single 500m,Tamara CSIPES,Silver,2
hungary,Canoe Sprint,Women's Kayak Double 500m,CSIPES/GAZSO,Silver,2
hungary,Canoe Sprint,Men's Kayak Single 1000m,Balint KOPASZ,Bronze,3
hungary,Canoe Sprint,Women's Kayak Double 500m,PUPP/FOJT,Bronze,3
hungary,Canoe Sprint,Women's Kayak Four 500m,Hungary,Bronze,3
hungary,Fencing,Men's Épée Team,Hungary,Gold,1
hungary,Fencing,Men's Sabre Team,Hungary,Silver,2
hungary,Fencing,Women's Épée Individual,Eszter MUHARI,Bronze,3
hungary,Marathon Swimming,Men's 10km,Kristof RASOVSZKY,Gold,1
hungary,Marathon Swimming,Men's 10km,David BETLEHEM,Bronze,3
hungary,Modern Pentathlon,Women's Individual,Michelle GULYAS,Gold,1
hungary,Shooting,25m Pistol Women,Veronika MAJOR,Bronze,3
hungary,Swimming,Men's 200m Backstroke,Hubert KOS,Gold,1
hungary,Swimming,Men's 100m Butterfly,Kristof MILAK,Gold,1
hungary,Swimming,Men's 200m Butterfly,Kristof MILAK,Silver,2
hungary,Taekwondo,Women -67kg,Viviana MARTON,Gold,1
india,Athletics,Men's Javelin Throw,Neeraj CHOPRA,Silver,2
india,Hockey,Men,India,Bronze,3
india,Shooting,50m Rifle 3 Positions Men,Swapnil KUSALE,Bronze,3
india,Shooting,10m Air Pistol Women,Manu BHAKER,Bronze,3
india,Shooting,10m Air Pistol Mixed Team,India 1,Bronze,3
india,Wrestling,Men's Freestyle 57kg,Aman AMAN,Bronze,3
indonesia,Badminton,Women's Singles,Gregoria Mariska TUNJUNG,Bronze,3
indonesia,Sport Climbing,Men's Speed,Veddriq LEONARDO,Gold,1
indonesia,Weightlifting,Men's 73kg,Rizki JUNIANSYAH,Gold,1
ireland,Artistic Gymnastics,Men's Pommel Horse,Rhys MC CLENAGHAN,Gold,1
ireland,Boxing,Women's 60kg,Kellie HARRINGTON,Gold,1
ireland,Rowing,Lightweight Men's Double Sculls,Mc CARTHY/O DONOVAN,Gold,1
ireland,Rowing,Men's Double Sculls,LYNCH/DOYLE,Bronze,3
ireland,Swimming,Men's 800m Freestyle,Daniel WIFFEN,Gold,1
ireland,Swimming,Women's 100m Breaststroke,Mona Mc SHARRY,Bronze,3
ireland,Swimming,Men's 1500m Freestyle,Daniel WIFFEN,Bronze,3
ir-iran,Taekwondo,Men +80kg,Arian SALIMI,Gold,1
ir-iran,Taekwondo,Men -80kg,Mehran BARKHORDARI,Silver,2
ir-iran,Taekwondo,Women -57kg,Nahid KIYANICHANDEH,Silver,2
ir-iran,Taekwondo,Women -49kg,Mobina NEMATZADEH,Bronze,3
ir-iran,Wrestling,Men's Greco-Roman 67kg,Saeid ESMAEILI LEIVESI,Gold,1
ir-iran,Wrestling,Men's Greco-Roman 97kg,Mohammadhadi SARAVI,Gold,1
ir-iran,Wrestling,Men's Greco-Roman 87kg,Alireza MOHMADIPIANI,Silver,2
ir-iran,Wrestling,Men's Freestyle 65kg,Rahman AMOUZADKHALILI,Silver,2
ir-iran,Wrestling,Men's Freestyle 86kg,Hassan YAZDANICHARATI,Silver,2
ir-iran,Wrestling,Men's Freestyle 125kg,Amir Hossein ZARE,Silver,2
ir-iran,Wrestling,Men's Greco-Roman 130kg,Amin MIRZAZADEH,Bronze,3
ir-iran,Wrestling,Men's Freestyle 97kg,Amirali AZARPIRA,Bronze,3
israel,Artistic Gymnastics,Men's Floor Exercise,Artem DOLGOPYAT,Silver,2
israel,Judo,Women -78 kg,Inbar LANIR,Silver,2
israel,Judo,Women +78 kg,Raz HERSHKO,Silver,2
israel,Judo,Men -100 kg,Peter PALTCHIK,Bronze,3
israel,Rhythmic Gymnastics,Group All-Around,Israel,Silver,2
israel,Sailing,Men's Windsurfing,Tom REUVENY,Gold,1
israel,Sailing,Women's Windsurfing,Sharon KANTOR,Silver,2
italy,Artistic Gymnastics,Women's Balance Beam,Alice D'AMATO,Gold,1
italy,Artistic Gymnastics,Women's Team,Italy,Silver,2
italy,Artistic Gymnastics,Women's Balance Beam,Manila ESPOSITO,Bronze,3
italy,Athletics,"Women's 10,000m",Nadia BATTOCLETTI,Silver,2
italy,Athletics,Men's Long Jump,Mattia FURLANI,Bronze,3
italy,Athletics,Men's Triple Jump,Andy DIAZ HERNANDEZ,Bronze,3
italy,Canoe Slalom,Men's Kayak Single,Giovanni de GENNARO,Gold,1
italy,Canoe Sprint,Men's Canoe Double 500m,CASADEI/TACCHINI,Silver,2
italy,Cycling Road,Men's Individual Time Trial,Filippo GANNA,Silver,2
italy,Cycling Track,Women's Madison,CONSONNI/GUAZZINI,Gold,1
italy,Cycling Track,Men's Madison,CONSONNI/VIVIANI,Silver,2
italy,Cycling Track,Men's Team Pursuit,Italy,Bronze,3
italy,Fencing,Women's Épée Team,Italy,Gold,1
italy,Fencing,Men's Foil Individual,Filippo MACCHI,Silver,2
italy,Fencing,Women's Foil Team,Italy,Silver,2
italy,Fencing,Men's Foil Team,Italy,Silver,2
italy,Fencing,Men's Sabre Individual,Luigi SAMELE,Bronze,3
italy,Judo,Women -78 kg,Alice BELLANDI,Gold,1
italy,Marathon Swimming,Women's 10km,Ginevra TADDEUCCI,Bronze,3
italy,Modern Pentathlon,Men's Individual,Giorgio MALAN,Bronze,3
italy,Rhythmic Gymnastics,Individual All-Around,Sofia RAFFAELI,Bronze,3
italy,Rhythmic Gymnastics,Group All-Around,Italy,Bronze,3
italy,Rowing,Lightweight Men's Double Sculls,OPPO/SOARES,Silver,2
italy,Rowing,Men's Quadruple Sculls,Italy,Silver,2
italy,Sailing,Women's Windsurfing,Marta MAGGETTI,Gold,1
italy,Sailing,Mixed Multihull,TITA/BANTI,Gold,1
italy,Shooting,Skeet Mixed Team,Italy 1,Gold,1
italy,Shooting,10m Air Pistol Men,Federico Nilo MALDINI,Silver,2
italy,Shooting,Trap Women,Silvana Maria STANCO,Silver,2
italy,Shooting,10m Air Pistol Men,Paolo MONNA,Bronze,3
italy,Swimming,Men's 100m Backstroke,Thomas CECCON,Gold,1
italy,Swimming,Men's 100m Breaststroke,Nicolo MARTINENGHI,Gold,1
italy,Swimming,Men's 1500m Freestyle,Gregorio PALTRINIERI,Silver,2
italy,Swimming,Men's 800m Freestyle,Gregorio PALTRINIERI,Bronze,3
italy,Swimming,Men's 4 x 100m Freestyle Relay,Italy,Bronze,3
italy,Taekwondo,Men -80kg,Simone ALESSIO,Bronze,3
italy,Tennis,Women's Doubles,ERRANI/PAOLINI,Gold,1
italy,Tennis,Men's Singles,Lorenzo MUSETTI,Bronze,3
italy,Volleyball,Women,Italy,Gold,1
italy,Weightlifting,Men's 89kg,Antonino PIZZOLATO,Bronze,3
jamaica,Athletics,Men's Discus Throw,Roje STONA,Gold,1
jamaica,Athletics,Men's 100m,Kishane THOMPSON,Silver,2
jamaica,Athletics,Men's Long Jump,Wayne PINNOCK,Silver,2
jamaica,Athletics,Women's Triple Jump,Shanieka RICKETTS,Silver,2
jamaica,Athletics,Men's 110m Hurdles,Rasheed BROADBELL,Bronze,3
jamaica,Athletics,Men's Shot Put,Rajindra CAMPBELL,Bronze,3
japan,Artistic Gymnastics,Men's Team,Japan,Gold,1
japan,Artistic Gymnastics,Men's All-Around,OKA Shinnosuke,Gold,1
japan,Artistic Gymnastics,Men's Horizontal Bar,OKA Shinnosuke,Gold,1
japan,Artistic Gymnastics,Men's Parallel Bars,OKA Shinnosuke,Bronze,3
japan,Athletics,Women's Javelin Throw,KITAGUCHI Haruka,Gold,1
japan,Badminton,Women's Doubles,MATSUYAMA/SHIDA,Bronze,3
japan,Badminton,Mixed Doubles,WATANABE/HIGASHINO,Bronze,3
japan,Breaking,B-Girls,AMI,Gold,1
japan,Diving,Men's 10m Platform,TAMAI Rikuto,Silver,2
japan,Equestrian,Eventing Team,Japan,Bronze,3
japan,Fencing,Men's Épée Individual,KANO Koki,Gold,1
japan,Fencing,Men's Foil Team,Japan,Gold,1
japan,Fencing,Men's Épée Team,Japan,Silver,2
japan,Fencing,Women's Foil Team,Japan,Bronze,3
japan,Fencing,Women's Sabre Team,Japan,Bronze,3
japan,Golf,Men's Individual Stroke Play,MATSUYAMA Hideki,Bronze,3
japan,Judo,Women -48 kg,TSUNODA Natsumi,Gold,1
japan,Judo,Men -66 kg,ABE Hifumi,Gold,1
japan,Judo,Men -81 kg,NAGASE Takanori,Gold,1
japan,Judo,Men -90 kg,MURAO Sanshiro,Silver,2
japan,Judo,Mixed Team,Japan,Silver,2
japan,Judo,Women -57 kg,FUNAKUBO Haruka,Bronze,3
japan,Judo,Men -60 kg,NAGAYAMA Ryuju,Bronze,3
japan,Judo,Men -73 kg,HASHIMOTO Soichi,Bronze,3
japan,Modern Pentathlon,Men's Individual,SATO Taishu,Silver,2
japan,Sailing,Mixed Dinghy,OKADA/YOSHIOKA,Silver,2
japan,Skateboarding,Women's Street,YOSHIZAWA Coco,Gold,1
japan,Skateboarding,Men's Street,HORIGOME Yuto,Gold,1
japan,Skateboarding,Women's Street,AKAMA Liz,Silver,2
japan,Skateboarding,Women's Park,HIRAKI Cocona,Silver,2
japan,Sport Climbing,Men's Boulder & Lead,ANRAKU Sorato,Silver,2
japan,Swimming,Men's 400m Individual Medley,MATSUSHITA Tomoyuki,Silver,2
japan,Table Tennis,Women's Team,Japan,Silver,2
japan,Table Tennis,Women's Singles,Hina HAYATA,Bronze,3
japan,Wrestling,Men's Greco-Roman 60kg,FUMITA Kenichiro,Gold,1
japan,Wrestling,Men's Greco-Roman 77kg,KUSAKA Nao,Gold,1
japan,Wrestling,Women's Freestyle 53kg,FUJINAMI Akari,Gold,1
japan,Wrestling,Women's Freestyle 57kg,SAKURAI Tsugumi,Gold,1
japan,Wrestling,Women's Freestyle 62kg,MOTOKI Sakura,Gold,1
japan,Wrestling,Women's Freestyle 76kg,KAGAMI Yuka,Gold,1
japan,Wrestling,Men's Freestyle 57kg,HIGUCHI Rei,Gold,1
japan,Wrestling,Men's Freestyle 65kg,KIYOOKA Kotaro,Gold,1
japan,Wrestling,Men's Freestyle 74kg,TAKATANI Daichi,Silver,2
japan,Wrestling,Women's Freestyle 50kg,SUSAKI Yui,Bronze,3
japan,Wrestling,Women's Freestyle 68kg,OZAKI Nonoka,Bronze,3
jordan,Taekwondo,Men -68kg,Zaid KAREEM,Silver,2
kazakhstan,Artistic Gymnastics,Men's Pommel Horse,Nariman KURBANOV,Silver,2
kazakhstan,Boxing,Men's 80kg,Nurbek ORALBAY,Silver,2
kazakhstan,Boxing,Women's 50kg,Nazym KYZAIBAY,Bronze,3
kazakhstan,Judo,Men -60 kg,Yeldos SMETOV,Gold,1
kazakhstan,Judo,Men -66 kg,Gusman KYRGYZBAYEV,Bronze,3
kazakhstan,Shooting,10m Air Rifle Mixed Team,Kazakhstan 1,Bronze,3
kazakhstan,Wrestling,Men's Greco-Roman 77kg,Demeu ZHADRAYEV,Silver,2
kenya,Athletics,Men's 800m,Emmanuel WANYONYI,Gold,1
kenya,Athletics,Women's 1500m,Faith KIPYEGON,Gold,1
kenya,Athletics,Women's 5000m,Beatrice CHEBET,Gold,1
kenya,Athletics,"Women's 10,000m",Beatrice CHEBET,Gold,1
kenya,Athletics,Men's 5000m,Ronald KWEMOI,Silver,2
kenya,Athletics,Women's 5000m,Faith KIPYEGON,Silver,2
kenya,Athletics,Men's Marathon,Benson KIPRUTO,Bronze,3
kenya,Athletics,Men's 3000m Steeplechase,Abraham KIBIWOT,Bronze,3
kenya,Athletics,Women's 800m,Mary MORAA,Bronze,3
kenya,Athletics,Women's Marathon,Hellen OBIRI,Bronze,3
kenya,Athletics,Women's 3000m Steeplechase,Faith CHEROTICH,Bronze,3
kosovo,Judo,Women -52 kg,Distria KRASNIQI,Silver,2
kosovo,Judo,Women -63 kg,Laura FAZLIU,Bronze,3
kyrgyzstan,Boxing,Men's 57kg,Munarbek SEIITBEK UULU,Silver,2
kyrgyzstan,Wrestling,Women's Freestyle 68kg,Meerim ZHUMANAZAROVA,Silver,2
kyrgyzstan,Wrestling,Men's Greco-Roman 60kg,Zholaman SHARSHENBEKOV,Bronze,3
kyrgyzstan,Wrestling,Men's Greco-Roman 77kg,Akzhol MAKHMUDOV,Bronze,3
kyrgyzstan,Wrestling,Men's Greco-Roman 97kg,Uzur DZHUZUPBEKOV,Bronze,3
kyrgyzstan,Wrestling,Women's Freestyle 62kg,Aisuluu TYNYBEKOVA,Bronze,3
lithuania,3x3 Basketball,Men,Lithuania,Bronze,3
lithuania,Athletics,Men's Discus Throw,Mykolas ALEKNA,Silver,2
lithuania,Breaking,B-Girls,NICKA,Silver,2
lithuania,Rowing,Women's Single Sculls,Viktorija SENKUTE,Bronze,3
malaysia,Badminton,Men's Singles,Zii Jia LEE,Bronze,3
malaysia,Badminton,Men's Doubles,CHIA/SOH,Bronze,3
mexico,Archery,Women's Team,Mexico,Bronze,3
mexico,Boxing,Men's 71kg,Marco Alonso VERDE ALVAREZ,Silver,2
mexico,Diving,Men's Synchronised 3m Springboard,CELAYA/OLVERA,Silver,2
mexico,Diving,Men's 3m Springboard,Osmar OLVERA IBARRA,Bronze,3
mexico,Judo,Women -63 kg,Prisca AWITI ALCARAZ,Silver,2
mongolia,Judo,Women -48 kg,Baasankhuu BAVUUDORJ,Silver,2
morocco,Athletics,Men's 3000m Steeplechase,Soufiane EL BAKKALI,Gold,1
morocco,Football,Men,Morocco,Bronze,3
netherlands,3x3 Basketball,Men,Netherlands,Gold,1
netherlands,Artistic Swimming,Duet,de BROUWER/de BROUWER,Bronze,3
netherlands,Athletics,Women's Marathon,Sifan HASSAN,Gold,1
netherlands,Athletics,4 x 400m Relay Mixed,Netherlands,Gold,1
netherlands,Athletics,Women's 4 x 400m Relay,Netherlands,Silver,2
netherlands,Athletics,Women's 5000m,Sifan HASSAN,Bronze,3
netherlands,Athletics,"Women's 10,000m",Sifan HASSAN,Bronze,3
netherlands,Athletics,Women's 400m Hurdles,Femke BOL,Bronze,3
netherlands,Cycling BMX Racing,Women,Manon VEENSTRA,Silver,2
netherlands,Cycling Road,Women's Road Race,Marianne VOS,Silver,2
netherlands,Cycling Track,Men's Team Sprint,Netherlands,Gold,1
netherlands,Cycling Track,Men's Sprint,Harrie LAVREYSEN,Gold,1
netherlands,Cycling Track,Men's Keirin,Harrie LAVREYSEN,Gold,1
netherlands,Cycling Track,Women's Keirin,Hetty van de WOUW,Silver,2
netherlands,Cycling Track,Women's Madison,van BELLE/van der DUI,Bronze,3
netherlands,Equestrian,Jumping Individual,Maikel van der VLEUTEN,Bronze,3
netherlands,Hockey,Men,Netherlands,Gold,1
netherlands,Hockey,Women,Netherlands,Gold,1
netherlands,Marathon Swimming,Women's 10km,Sharon van ROUWENDAAL,Gold,1
netherlands,Rowing,Women's Pair,CLEVERING/MEESTER,Gold,1
netherlands,Rowing,Women's Four,Netherlands,Gold,1
netherlands,Rowing,Women's Single Sculls,Karolien FLORIJN,Gold,1
netherlands,Rowing,Men's Quadruple Sculls,Netherlands,Gold,1
netherlands,Rowing,Men's Double Sculls,TWELLAAR/BROENINK,Silver,2
netherlands,Rowing,Women's Quadruple Sculls,Netherlands,Silver,2
netherlands,Rowing,Men's Eight,Netherlands,Silver,2
netherlands,Rowing,Men's Single Sculls,Simon van DORP,Bronze,3
netherlands,Sailing,Women's Dinghy,Marit BOUWMEESTER,Gold,1
netherlands,Sailing,Women's Skiff,AANHOLT/DUETZ,Gold,1
netherlands,Sailing,Men's Windsurfing,Luuc van OPZEELAND,Bronze,3
netherlands,Sailing,Women's Kite,Annelous LAMMERTS,Bronze,3
netherlands,Swimming,Women's 200m Breaststroke,Tes SCHOUTEN,Bronze,3
netherlands,Swimming,Men's 200m Breaststroke,Caspar CORBEAU,Bronze,3
netherlands,Water Polo,Women,Netherlands,Bronze,3
new-zealand,Athletics,Men's High Jump,Hamish KERR,Gold,1
new-zealand,Athletics,Women's Shot Put,Maddison-Lee WESCHE,Silver,2
new-zealand,Canoe Slalom,Men's Kayak Cross,Finn BUTCHER,Gold,1
new-zealand,Canoe Sprint,Women's Kayak Single 500m,Lisa CARRINGTON,Gold,1
new-zealand,Canoe Sprint,Women's Kayak Double 500m,CARRINGTON/HOSKIN,Gold,1
new-zealand,Canoe Sprint,Women's Kayak Four 500m,New Zealand,Gold,1
new-zealand,Cycling Track,Women's Sprint,Ellesse ANDREWS,Gold,1
new-zealand,Cycling Track,Women's Keirin,Ellesse ANDREWS,Gold,1
new-zealand,Cycling Track,Women's Team Sprint,New Zealand,Silver,2
new-zealand,Cycling Track,Women's Team Pursuit,New Zealand,Silver,2
new-zealand,Cycling Track,Women's Omnium,Ally WOLLASTON,Bronze,3
new-zealand,Golf,Women's Individual Stroke Play,Lydia KO,Gold,1
new-zealand,Rowing,Women's Double Sculls,FRANCIS/SPOORS,Gold,1
new-zealand,Rowing,Men's Four,New Zealand,Silver,2
new-zealand,Rowing,Women's Single Sculls,Emma TWIGG,Silver,2
new-zealand,Rowing,Women's Four,New Zealand,Bronze,3
new-zealand,Rugby Sevens,Women,New Zealand,Gold,1
new-zealand,Sailing,Men's Skiff,McHARDIE/McKENZIE,Silver,2
new-zealand,Sailing,Mixed Multihull,WILKINSON/DAWSON,Bronze,3
new-zealand,Triathlon,Men's Individual,Hayden WILDE,Silver,2
norway,Athletics,Men's 5000m,Jakob INGEBRIGTSEN,Gold,1
norway,Athletics,Men's Decathlon,Markus ROOTH,Gold,1
norway,Athletics,Men's 400m Hurdles,Karsten WARHOLM,Silver,2
norway,Beach Volleyball,Men,MOL/SORUM,Bronze,3
norway,Handball,Women,Norway,Gold,1
norway,Sailing,Women's Dinghy,Line Flem HOEST,Bronze,3
norway,Weightlifting,Women's 81kg,Solfrid Eila Amena KOANDA,Gold,1
norway,Wrestling,Women's Freestyle 62kg,Grace Jacob BULLEN,Bronze,3
pakistan,Athletics,Men's Javelin Throw,Arshad NADEEM,Gold,1
panama,Boxing,Women's 75kg,Atheyna Bibeichi BYLON,Silver,2
china,Archery,Women's Team,China,Silver,2
china,Artistic Gymnastics,Men's Rings,LIU Yang,Gold,1
china,Artistic Gymnastics,Men's Parallel Bars,ZOU Jingyuan,Gold,1
china,Artistic Gymnastics,Men's Team,China,Silver,2
china,Artistic Gymnastics,Men's All-Around,ZHANG Boheng,Silver,2
china,Artistic Gymnastics,Men's Rings,ZOU Jingyuan,Silver,2
china,Artistic Gymnastics,Women's Uneven Bars,QIU Qiyuan,Silver,2
china,Artistic Gymnastics,Women's Balance Beam,ZHOU Yaqin,Silver,2
china,Artistic Gymnastics,Men's All-Around,XIAO Ruoteng,Bronze,3
china,Artistic Gymnastics,Men's Horizontal Bar,ZHANG Boheng,Bronze,3
china,Artistic Swimming,Duet,WANG/WANG,Gold,1
china,Artistic Swimming,Team,China,Gold,1
china,Athletics,Women's 20km Race Walk,YANG Jiayu,Gold,1
china,Athletics,Women's Discus Throw,FENG Bin,Silver,2
china,Athletics,Women's Shot Put,SONG Jiayuan,Bronze,3
china,Athletics,Women's Hammer Throw,ZHAO Jie,Bronze,3
china,Badminton,Women's Doubles,CHEN/JIA,Gold,1
china,Badminton,Mixed Doubles,ZHENG/HUANG,Gold,1
china,Badminton,Women's Singles,HE Bing Jiao,Silver,2
china,Badminton,Men's Doubles,LIANG/WANG,Silver,2
china,Badminton,Women's Doubles,LIU/TAN,Silver,2
china,Boxing,Women's 50kg,WU Yu,Gold,1
china,Boxing,Women's 54kg,CHANG Yuan,Gold,1
china,Boxing,Women's 75kg,LI Qian,Gold,1
china,Boxing,Women's 60kg,YANG Wenlu,Silver,2
china,Boxing,Women's 66kg,YANG Liu,Silver,2
china,Breaking,B-Girls,671,Bronze,3
china,Canoe Sprint,Men's Canoe Double 500m,LIU/JI,Gold,1
china,Canoe Sprint,Women's Canoe Double 500m,XU/SUN,Gold,1
china,Cycling BMX Freestyle,Women's Park,DENG Yawen,Gold,1
china,Diving,Women's 3m Springboard,CHEN Yiwen,Gold,1
china,Diving,Women's 10m Platform,QUAN Hongchan,Gold,1
china,Diving,Women's Synchronised 3m Springboard,CHANG/CHEN,Gold,1
china,Diving,Women's Synchronised 10m Platform,CHEN/QUAN,Gold,1
china,Diving,Men's 3m Springboard,XIE Siyi,Gold,1
china,Diving,Men's 10m Platform,CAO Yuan,Gold,1
china,Diving,Men's Synchronised 3m Springboard,LONG/WANG,Gold,1
china,Diving,Men's Synchronised 10m Platform,LIAN/YANG,Gold,1
china,Diving,Women's 10m Platform,CHEN Yuxi,Silver,2
china,Diving,Men's 3m Springboard,WANG Zongyuan,Silver,2
china,Diving,Women's 3m Springboard,CHANG Yani,Bronze,3
china,Golf,Women's Individual Stroke Play,LIN Xiyu Janet,Bronze,3
china,Hockey,Women,China,Silver,2
china,Judo,Women -78 kg,MA Zhenzhao,Bronze,3
china,Rhythmic Gymnastics,Group All-Around,China,Gold,1
china,Shooting,10m Air Rifle Men,SHENG Lihao,Gold,1
china,Shooting,50m Rifle 3 Positions Men,LIU Yukun,Gold,1
china,Shooting,10m Air Pistol Men,XIE Yu,Gold,1
china,Shooting,25m Rapid Fire Pistol Men,LI Yuehong,Gold,1
china,Shooting,10m Air Rifle Mixed Team,China 1,Gold,1
china,Shooting,Trap Men,QI Ying,Silver,2
